Brand,Product,Review,Sentiment,Sentiment Score,Wheels_Score,Zippers_Score,Handle_Score,Material_Score,Capacity_Score
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.24896426177449138,9.995947348725327,9.17770158120603,7.190799677929364,6.572827480363479,9.121007425744029
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.39463157949037486,9.93994409515971,9.221867636904143,8.41911875037913,8.017200028132535,9.791251782735955
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.7960735725985575,6.145560886501439,8.418180677116869,8.412547321705608,6.161721603604111,9.328859019112105
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.3035715591424797,9.01264004771598,8.697596435800557,8.868766573160318,8.892028964236397,6.701433300073096
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.49715170807600384,8.278710998443088,8.526561893991708,9.50973647028513,8.61479815540556,6.4365936220965
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.8467154470655175,7.761591792845721,8.409760828431615,7.932995909531076,9.126177546166481,7.894271140331577
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.8616475012116234,9.823169043012706,9.611346798818392,8.918679765911062,8.713680303752326,8.557497251384465
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.12658467580146207,7.694773853210274,9.129055709162206,9.974216880778567,8.138880114790119,6.770605045522462
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.7544526123162202,8.393339380617444,9.3947536489651,6.761866083732485,8.602546233537335,6.769314983115537
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.8450165830688724,8.441472066813478,8.883616818097028,7.79675714021444,8.734885331220497,9.599964717928607
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.8456087628659869,6.054395744495703,9.01300370922165,6.0137781333545925,9.242192171525836,9.441744286689422
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.13224628892936244,9.381412734142478,9.43869617735811,6.170471350581364,6.997068237469817,8.023887734063807
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.5857439381854935,8.59346527523065,6.809544634110866,7.300540271019379,8.591043630995713,8.761356187096432
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.6069528746006134,7.500117779748068,8.837066619988294,9.558753902724607,6.138970866276617,7.64735712424236
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.41078028002771017,6.764068388976931,9.976194694589836,6.161532991192915,8.372596865720508,7.227258184434898
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.4074616658694571,7.807642908287352,8.248227753183308,8.224287541829025,8.841209269003665,6.923186332614178
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.39799916474832175,9.469089986112227,7.825430679105239,7.86915696692537,6.516495156220752,6.533352975304421
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.13731534404073617,7.952061999874867,8.84200408858703,9.515405776711878,7.535812714338612,8.942313489452781
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.8192059992180692,7.616882182863547,6.093827773436315,7.480290160351563,7.414958778343886,6.959169110641906
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.2964095340501868,7.1969193914197245,9.485462779391106,8.873618183981765,9.961300988223597,9.841290482269143
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.7321853484134974,9.504948853227017,9.342784879268063,6.064445498731496,7.921309574114152,9.330901013719018
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.6144893761860787,9.491881884885174,8.265416973289744,9.965226111843418,8.202792157286684,9.09578694911008
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.4904954195192922,6.585957490061235,6.551302246292822,9.196925544600452,6.650074531764377,7.219680566651112
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.24061265048888325,9.848817688151104,6.694534206735712,7.267795648798285,8.037520512751378,8.235102497801018
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.7951942346617614,8.945076106938028,7.123180146476752,9.908771327093534,9.965100497942778,8.67073608625007
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.3857180878741613,6.074262381485871,9.896923377370522,6.710083552445276,8.571604584999184,7.544807423081419
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.2312699965630209,9.491947866943418,8.09008693202713,8.265824311041218,7.422379844027102,7.381939191182116
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.34187890412842337,9.699721383758668,8.642836998421064,8.043292917192982,7.802235397970142,6.136566503371873
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.2192371854696707,9.655154510534896,9.51302180782399,9.592219838974355,8.203236900516025,6.486773091793731
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.2275314998783375,9.633524605245473,6.925013492658669,6.166888706198173,6.978683750324638,9.731316329884812
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.6689805887188325,9.376007496223288,9.807826005238368,6.082966906424378,7.376221439660982,7.848752812217828
Safari,Safari Premium Polycarbonate Large Luggage,Overall a negative experience. The smaller than expected makes this a terrible choice for travel.,Negative,-0.20422741509027853,2.4555433821721553,1.1214818079578106,2.084470042146349,3.7308513276333968,4.6662494009785735
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.2884584338886358,9.783507042197638,6.121068415499041,6.9636332474213365,8.755091308238136,9.906205941858556
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.24121411174511354,8.66172232751385,6.524452870579752,9.44002496324609,9.042058242701852,8.536672295967586
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.8852415065649181,6.6209076961290005,6.389355791756319,6.8315605813128135,9.490009182204025,7.777794826235738
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.2581443489852593,9.790804170129277,7.6903194600305955,9.834327779128166,8.48787535569685,9.145842281394788
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.8974915429356022,9.069595257710303,7.13921591315864,9.538555368450108,9.20252697646269,8.982122776367781
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.6056795511588846,7.039656462478663,7.2059038678797025,6.029700528173715,6.586877424592508,9.440335575545182
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.6547415911679885,9.171384197924118,6.84030128945154,7.439078109606458,9.861002517706254,9.862408836013524
Safari,Safari Premium Polycarbonate Cabin Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.49652071921815644,8.204319364446068,8.025246998270458,6.891039315845399,8.795169625993799,6.428108315417391
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a negative experience. The wheels get stuck makes this a terrible choice for travel.,Negative,-0.2121573951088076,4.448636558188552,3.8285850865648694,1.9023758857026674,1.6117472584855488,4.558411845527165
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.8769569241066273,6.220135639615086,9.69341686126557,7.700399794036808,8.143325099027445,7.7026688002429085
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.2003951756553174,8.573606804563994,7.422631314715328,7.4202267620575935,6.0464657638111525,9.35660942149405
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.4398563558879207,6.475765272735368,6.0160879269622605,7.484365390585991,8.621188728062261,7.2016748351436295
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.10366834203242395,8.478676321694296,7.12330861598068,6.3718856007360625,7.872407946123545,9.781015010894734
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.6100640397052663,7.827111142625958,7.539314696908079,6.1320948082661975,7.185159414486004,8.04437871640101
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.5945228597140204,7.692473980739717,8.496247583738857,6.492256807469957,6.960652330635831,8.319183674899346
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.49561571963658646,7.411028793329512,9.043391805286687,9.748398064475442,8.133563336035547,9.429972698231303
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.3971535670113844,9.905001069199775,6.476317328991708,9.09951239183251,7.898193203504988,7.200516389734941
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.35160087228833437,9.063039483015853,9.959599696887125,7.0057170994343885,8.32714853441156,6.4373100895296265
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.4868801473821064,9.27672895629789,9.402171330485032,7.243229762417586,6.483642518202092,9.625735613428956
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.5333620886384561,8.281081774439501,8.394784903172809,7.089553304815995,9.278184682518464,6.434218690481343
Safari,Safari Premium Polycarbonate Large Luggage,Overall a negative experience. The smaller than expected makes this a terrible choice for travel.,Negative,-0.2751493993862505,3.612480254511132,1.284905364380755,2.6541009089074707,1.431117203482922,2.5056999736615024
Safari,Safari Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.1662448961938865,9.897695751932144,7.029494065779103,8.36754036827743,6.202607926150202,9.736554054940374
Safari,Safari Premium Polycarbonate Large Luggage,Overall a negative experience. The handle jammed makes this a terrible choice for travel.,Negative,-0.22849692054428605,3.941195739619019,2.6566756882345914,4.725535591167539,2.9149380590377603,2.1738576937222813
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.5943387958984,6.120741706248063,7.8070746138974485,8.6316746299265,6.546292757642723,8.711263506642057
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.5684035078129861,9.612514243058452,8.272764627789265,9.596208908125318,6.782561873745012,7.937287760765571
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.34891370191287174,9.67082491948589,6.954673662642474,8.486827115392785,8.811647589685506,8.860544804009573
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.5595456346610373,7.886762867955349,9.479106551920319,7.704633046665585,6.484832289514137,8.704536382014252
Safari,Safari Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.24882693071530673,9.905567267038991,6.945524144649516,7.837824198854184,6.426282764915154,8.990495105958889
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.2431164127677029,7.170073574735948,8.37919483723823,9.113620288997131,7.050699528086618,8.436252899842142
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.710975401866893,8.317323771889244,7.699825211901226,8.105312034451142,8.354989857670123,6.7429136289902445
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a negative experience. The handle jammed makes this a terrible choice for travel.,Negative,-0.26198116473787203,3.234079386162474,4.752922926979659,1.534320894302922,4.838359866402298,3.1719175656474596
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.8926490319975371,7.144637158606896,6.661989604611918,9.340583491502686,7.563864310719928,9.585881607770455
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.7909423114094006,6.9978696961019455,6.277183065572979,7.2919725300287475,9.003255683471712,8.63134456667499
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.2882023307226138,8.490431632223054,9.750627838337984,7.194434896031104,9.900469782796787,9.455995281649292
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.7801172948008052,8.707837427404852,7.4774280454337685,8.069194842199023,7.710606576563594,8.935643483603586
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.32353572660552965,7.569020903548259,8.950370756300172,7.973628621548985,9.60057372118918,9.41605842182125
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The material scratches easily makes this a terrible choice for travel.,Negative,-0.48146845832979646,1.4528405269967823,3.0255976452257123,4.1541015269694,2.5011335149635365,4.018803467017072
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.3269869030142196,8.30338192906498,7.310024819597337,9.993358438646796,9.985112091917781,7.281810688368053
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.3027736594536446,6.483955561942049,7.208004960675787,6.394872973535454,6.478984361293207,8.93154481557441
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The wheels get stuck makes this a terrible choice for travel.,Negative,-0.31132053249236136,3.3954029254950626,3.250220775745143,4.50924103348406,2.1650932047485245,2.4213367486587014
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.3782083201351081,6.433298344337775,8.8051224855822,6.084630455999153,6.13203625628716,8.346805709539007
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.7464966068474181,8.705749243207825,8.5473891711382,8.275760373358004,9.793445864852703,7.56765556005152
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.8441545253448857,8.750164173405235,9.172168321101957,7.413404287690986,7.08306712237487,6.0822162212280295
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.1158082196148027,8.798017984642897,9.913349134647328,6.433350424820979,9.323000874312378,6.2067625146561065
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The smaller than expected makes this a terrible choice for travel.,Negative,-0.43506190455116756,1.2637979853431602,1.558866521805693,1.1996186081523375,4.494869589218095,1.0822399111478518
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.2999657706862221,6.606916213813266,6.525379059238187,7.962702903860945,9.934868554335097,9.135054076442625
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.5101345224803504,9.0364711152338,8.201265258163357,9.758970529108609,9.061313365290529,6.597407976254722
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The material scratches easily makes this a terrible choice for travel.,Negative,-0.2398644099999312,2.1612705273314132,3.6350930021989765,4.027185894453614,4.463234094761399,4.22332712723708
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.4609047347327395,6.545560158549684,7.542745558191619,7.476763719465449,7.938541759364231,8.89477886206126
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a negative experience. The handle jammed makes this a terrible choice for travel.,Negative,-0.12502793491336073,3.959537667580742,4.282427693371174,2.074572463312506,4.409659245889945,1.421930020862081
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.6797773117754669,8.145666703871024,7.157074815074395,6.906833894294373,8.213085449205245,8.695504798760256
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.744235771188979,6.324151636454641,9.147288264461398,6.446407802722582,8.479155523518447,9.828809081656747
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.37913839422848317,9.333817935877464,6.397507276951806,9.853850253264216,9.369806637313618,8.654518950688551
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.8770128929347253,8.830682897543806,7.7896769552595675,7.842561228614979,8.099868894044686,6.36750488801798
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.4980760860836314,7.785169026677245,9.941035732010992,9.637679425611223,9.46472264145508,7.1347117420562975
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.16562675347921746,6.0121958096644645,7.220157777944976,8.005439594587859,6.924650205150437,9.307832960401946
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.21637846938478067,9.338357616717435,8.859712368463294,8.539007519270832,8.186601457236234,7.981397572348559
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.7751624713007574,9.963826180658845,9.9446833308373,9.795024122324705,7.01917308587058,6.8506715630268324
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.5010293757810307,7.20461354234733,6.082615073236226,8.98901107740212,8.681185280988199,8.54883814942682
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a negative experience. The handle jammed makes this a terrible choice for travel.,Negative,-0.4953650892004423,4.55660389411811,1.5471275189208051,4.97563584441473,2.973868426877604,1.8922930801861306
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.24852370051815084,9.618602234392725,9.52301204662595,9.283790758498581,6.471520858749566,7.281480054807703
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.3059620186965029,8.968833186175125,9.983531269439883,9.574472095980237,6.120005947073077,8.03259746652551
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.2305050865598177,9.816805610829451,8.560987201670972,7.754933343063815,6.124241907070704,7.9306413316817554
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a negative experience. The material scratches easily makes this a terrible choice for travel.,Negative,-0.1111366041772529,3.9626867547466933,2.822824831034533,1.1691367557535624,1.671645102746762,4.013551284900508
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.8981160714200839,8.554276427582781,8.441674300455194,8.380349536737913,7.83942013498765,9.760067079715725
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.16073889690847995,6.833651009678885,9.601164870447814,7.763937894348208,9.333788145012546,6.71238913148073
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a negative experience. The handle jammed makes this a terrible choice for travel.,Negative,-0.2955625933069028,2.9138096057734373,1.535522032334875,3.900246252147472,2.659001017942658,1.6146684477966304
Skybags,Skybags Premium Polycarbonate Cabin Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.7851445979427839,7.318227067956779,7.694641187909525,6.517365634143952,7.10355117596734,9.814340831398221
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.679447795550497,8.086227400377544,9.064063373163222,6.031851958158459,9.005205211646297,8.69738240207353
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.3041988583834371,8.9056663308853,8.630750031067565,6.238264108512199,7.9896362093699835,9.012317647092145
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.5043279213505293,6.940189435570539,8.829554083895932,8.060516568352593,8.263820742458304,6.972991092477294
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.2842819119960094,9.938504597768155,9.312732301534256,7.701838820698721,9.936691148991226,6.306484335133601
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.2643456601899983,7.366357511283075,9.369417904804374,9.822100340230646,9.375363275326523,6.787871586463936
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The material scratches easily makes this a terrible choice for travel.,Negative,-0.8827620905699779,1.5726669660855404,4.379922040774497,2.189964624828768,1.435484165483555,1.2679738629443085
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.10457098492914901,6.441484701671182,9.131954995518722,6.013191819719294,8.025754722311493,9.841488480206795
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.6119682469618795,9.143853997759395,9.425709682723408,7.250786633092609,9.217562290513353,8.504922248566409
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.7254591679126383,8.829442850891514,6.828876325823309,7.8977882482041455,9.153421112093799,6.328808967220011
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.8261742408969115,9.497706894321247,7.904246028818038,8.966353766405708,9.155729637412563,8.657452124331005
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The wheels get stuck makes this a terrible choice for travel.,Negative,-0.4263631807230504,1.7966468230392185,1.1369228092364017,4.659373493190579,1.4210230853615968,2.6614694937798515
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.4546260184185913,8.916659644341761,7.217521493821698,9.348488975242974,8.09693706760939,8.577348236098722
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The excellent zippers makes this a great choice for travel.,Positive,0.7497431959388323,7.414583681689714,9.267381985337012,8.517257769288571,6.389678396049976,9.400315245953433
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.26207515238758666,8.48614580249776,9.67349423569918,6.4873671275709555,8.785821492436014,9.96276705871613
Skybags,Skybags Premium Polycarbonate Large Luggage,Overall a negative experience. The handle jammed makes this a terrible choice for travel.,Negative,-0.6348413407275341,4.827290256997634,4.532471367720126,2.7834312773846714,2.525354358440859,3.8248601808027614
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.12486304387013183,8.073832463583106,6.136058248876699,6.163443163777938,9.773922465619801,8.181547942281837
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The great capacity makes this a great choice for travel.,Positive,0.6711013332813407,9.023367313186723,9.069055392556004,7.116416562610144,6.43416183965299,7.6677581419728345
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.12849397974212273,6.556894275453617,8.361960276856223,6.512470953596406,6.145028848763847,9.076550586234704
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.2002937292761823,7.298814799724285,9.3561190172853,8.103232837888712,6.627089689615323,6.386445900886387
Skybags,Skybags Premium Polycarbonate Medium Luggage,Overall a positive experience. The telescopic handle is great makes this a great choice for travel.,Positive,0.6723274782647439,9.809358879109778,7.847666863012157,6.570997801349318,7.314379078628232,7.689499029258261
American Tourister,American Tourister Premium Polycarbonate Large Luggage,Overall a positive experience. The sturdy material makes this a great choice for travel.,Positive,0.4641013057560228,7.094446444142151,7.498413506728293,7.301129886914932,6.986158520581617,8.070328748661488
American Tourister,American Tourister Premium Polycarbonate Large Luggage,Overall a positive experience. The smooth wheels makes this a great choice for travel.,Positive,0.3681657678475032,9.124879974211202,7.44619684249068,6.662492807770257,8.217985211524217,7.613308021478762
